"date","ARIMA","UCM","ML"
2017-12-01 15:30:00,31072.8646444561,30866.3249411334,32575.4765241346
2017-12-01 15:40:00,30919.2624760983,30681.1998400757,32606.9667482872
2017-12-01 15:50:00,30655.0667345419,30538.3352861156,32682.4636860666
2017-12-01 16:00:00,30403.1591744415,30493.1719729676,32722.2038327629
2017-12-01 16:10:00,30599.7699579268,30600.9234286118,32743.2751870192
2017-12-01 16:20:00,30550.6172620555,30907.4186116359,32856.1795553845
2017-12-01 16:30:00,30618.2022101424,31440.6738079487,33089.5359538227
2017-12-01 16:40:00,31275.6195086852,32204.6488055412,33483.72181264
2017-12-01 16:50:00,31890.0282020847,33176.3302752396,33983.5427579855
2017-12-01 17:00:00,32823.9294036716,34306.7678397903,34724.1205148952
2017-12-01 17:10:00,34661.0113831579,35526.0509963391,35936.4307736472
2017-12-01 17:20:00,37769.9193545865,36751.5658031582,37688.8692764583
2017-12-01 17:30:00,39140.0507282874,37898.3205594897,39563.16880765
2017-12-01 17:40:00,39447.2550749871,38889.7750310722,40958.0941608668
2017-12-01 17:50:00,39760.6035024306,39667.5105191318,41578.7376269362
2017-12-01 18:00:00,39742.1712402309,40198.2564548637,41638.3337223098
2017-12-01 18:10:00,39662.298110688,40477.2138521357,41505.16454679
2017-12-01 18:20:00,39447.2550749871,40527.2149345572,41430.8141792049
2017-12-01 18:30:00,39060.1775987445,40393.9296415173,41348.6644723425
2017-12-01 18:40:00,39201.4915956305,40137.9594566382,41282.2939494992
2017-12-01 18:50:00,39170.7711619589,39825.1408847537,41184.7123751495
2017-12-01 19:00:00,39183.0593334307,39516.6350886022,41056.0403901076
2017-12-01 19:10:00,39256.7883822298,39260.3669698804,40945.3111260585
2017-12-01 19:20:00,39041.7453365447,39085.1033303209,40845.6758967492
2017-12-01 19:30:00,38679.2442132298,38997.9776290547,40706.2274223394
2017-12-01 19:40:00,38427.3366531294,38985.6654914942,40649.4990222908
2017-12-01 19:50:00,38464.2011675448,39018.7971935846,40596.7288485447
2017-12-01 20:00:00,38236.8699503879,39058.6678644037,40631.0401964871
2017-12-01 20:10:00,38580.9388214872,39064.9615922768,40529.2508760687
2017-12-01 20:20:00,38433.4807338732,39003.096591747,40270.3742516964
2017-12-01 20:30:00,38359.7516950583,38849.936802122,39930.5232700963
2017-12-01 20:40:00,37997.2505617593,38596.968356009,39509.4574465986
2017-12-01 20:50:00,37616.3171762446,38250.5375251828,39078.5727506025
2017-12-01 21:00:00,37296.8246580731,37829.2962352424,38605.2791991738
2017-12-01 21:10:00,36762.2891042006,37359.5016405422,38125.162890279
2017-12-01 21:20:00,36252.3298932718,36869.1788359643,37613.5580845859
2017-12-01 21:30:00,35932.8373751002,36382.3192955002,37061.8532842121
2017-12-01 21:40:00,35416.7340734434,35914.2287775761,36491.8298311678
2017-12-01 21:50:00,35299.996419501,35468.8752470137,35974.380972965
2017-12-01 22:00:00,34648.7232116861,35038.6748910465,35527.6587495721
2017-12-01 22:10:00,34439.824256729,34606.6736498871,34897.4487091835
2017-12-01 22:20:00,34009.738175343,34150.6244127719,34318.06212861
2017-12-01 22:30:00,33303.1681809289,33648.1110056414,33760.4220856997
2017-12-01 22:40:00,33032.8283586287,33081.6918563606,33105.0103807348
2017-12-01 22:50:00,32455.2841896287,32443.057835891,32197.029531532
2017-12-01 23:00:00,31570.5356839132,31735.4111283843,31376.4320680824
2017-12-01 23:10:00,30851.6775180272,30973.6302974025,30502.4666811395
2017-12-01 23:20:00,30108.2429992136,30182.2196708253,29682.5590654916
2017-12-01 23:30:00,29395.5289240556,29391.4648569617,28804.1306688896
2017-12-01 23:40:00,28756.5438877125,28632.5502055843,27960.3898818387
2017-12-01 23:50:00,28092.9824984417,27932.5765430643,27310.90433196
2017-12-02 00:00:00,25927.5383154344,27310.4167493585,26738.9401492368
2017-12-02 00:10:00,25461.3282376089,26774.1664450655,26161.8260619005
2017-12-02 00:20:00,25185.2827950862,26320.6251939045,25603.3558565998
2017-12-02 00:30:00,24645.4606039065,25936.8446334229,25037.8286268532
2017-12-02 00:40:00,24160.8474952505,25603.3820125439,24460.6672624088
2017-12-02 00:50:00,23762.1151938146,25298.5775202042,24038.6439659598
2017-12-02 01:00:00,23547.4131907167,25002.9922026285,23768.7867028792
2017-12-02 01:10:00,23240.6960334656,24703.1332842765,23484.0284309405
2017-12-02 01:20:00,23019.8596834347,24393.7547985869,23161.20360975
2017-12-02 01:30:00,22848.0980789627,24078.3198941157,22862.5881058871
2017-12-02 01:40:00,22565.9182895069,23767.5869494363,22576.442149061
2017-12-02 01:50:00,22559.7839525423,23476.6601248308,22310.820024468
2017-12-02 02:00:00,22246.9324483582,23221.1516446628,22169.75329556
2017-12-02 02:10:00,22019.9617613626,23013.2778674942,22002.0779680923
2017-12-02 02:20:00,21799.1254013634,22858.7200623552,21820.123091482
2017-12-02 02:30:00,21670.3041955173,22754.9223623013,21573.9099610735
2017-12-02 02:40:00,21664.1698585527,22691.205004657,21417.7904075501
2017-12-02 02:50:00,21707.1102571786,22650.6987625213,21303.8427308607
2017-12-02 03:00:00,21339.049670471,22613.7299040925,21211.1757687071
2017-12-02 03:10:00,21345.184017404,22561.978728642,21135.1645010632
2017-12-02 03:20:00,21216.3628115579,22482.5600414254,21079.2844314843
2017-12-02 03:30:00,21081.4072587788,22371.16689413,21112.5844380884
2017-12-02 03:40:00,20878.9739395786,22233.583193912,21140.3676695137
2017-12-02 03:50:00,21056.8698909835,22085.1767315886,21133.8503216284
2017-12-02 04:00:00,21130.4820043377,21948.3743333885,21137.7341546275
2017-12-02 04:10:00,21087.5416057118,21848.5207542814,21134.70303129
2017-12-02 04:20:00,20885.1082865115,21808.8553280483,21182.2935166891
2017-12-02 04:30:00,21222.4971584909,21845.5399394231,21303.5506243668
2017-12-02 04:40:00,21443.3335085218,21963.6977895056,21501.230093724
2017-12-02 04:50:00,21737.7819719069,22155.2664204722,21765.8288342899
2017-12-02 05:00:00,21829.7971160917,22399.1566832154,22134.2146657144
2017-12-02 05:10:00,21897.2748924812,22663.7976697289,22497.6543664753
2017-12-02 05:20:00,21651.901174655,22911.7114606321,22585.3609463433
2017-12-02 05:30:00,22289.8728569525,23105.3816750293,22690.3796844925
2017-12-02 05:40:00,23038.2627142653,23213.4273974777,22959.0933519402
2017-12-02 05:50:00,22811.2920173014,23216.0171856566,22969.4115195194
2017-12-02 06:00:00,22522.977890881,23108.5724624813,22688.3921944302
2017-12-02 06:10:00,22725.4112100813,22903.0963200216,22176.9797827085
2017-12-02 06:20:00,22762.2172717425,22626.8714535185,21588.3772317599
2017-12-02 06:30:00,22326.6789086454,22318.726053225,21130.9237898238
2017-12-02 06:40:00,21842.0658099577,22023.4866699143,20727.4826849363
2017-12-02 06:50:00,20872.8395926456,21785.5464474281,20529.3907472344
2017-12-02 07:00:00,21381.9900790652,21642.620271377,20568.0391934529
2017-12-02 07:10:00,21768.4536866352,21620.7105736828,20695.7899340664
2017-12-02 07:20:00,22087.4395277839,21731.0791342395,20974.8835080868
2017-12-02 07:30:00,22228.5294175276,21969.6546231333,21204.5722474348
2017-12-02 07:40:00,22406.4253689326,22318.8709822048,21521.9640490692
2017-12-02 07:50:00,22664.0677806247,22751.5081416944,21982.9435527535
2017-12-02 08:00:00,23344.9798615481,23235.7710500825,22478.0786438153
2017-12-02 08:10:00,24166.9818421835,23740.6552502658,23038.5132734897
2017-12-02 08:20:00,24516.6393980605,24240.6386365325,23554.1598476598
2017-12-02 08:30:00,24995.1181597835,24718.9070772052,24069.5917330395
2017-12-02 08:40:00,25467.4625745736,25168.6307797829,24616.1548306351
2017-12-02 08:50:00,25927.5383154344,25592.1971712072,25313.4428774532
2017-12-02 09:00:00,26602.3160494247,25998.6992224049,26089.7853487429
2017-12-02 09:10:00,26810.883715558,26400.3005973087,26771.3138145155
2017-12-02 09:20:00,27491.7957964813,26808.290537299,27424.5165435393
2017-12-02 09:30:00,28043.8866815269,27229.6678900199,27997.8081927942
2017-12-02 09:40:00,28350.603838778,27664.9534228426,28530.950463421
2017-12-02 09:50:00,28553.0371579782,28107.6531941238,29187.4120114594
2017-12-02 10:00:00,28853.6199682963,28545.4401505352,29773.7043262437
2017-12-02 10:10:00,29577.4724578139,28962.7580975691,30220.8388244124
2017-12-02 10:20:00,29914.8613297932,29344.2544532936,30654.6642190077
2017-12-02 10:30:00,29908.7269828603,29678.2751076819,31013.5196126576
2017-12-02 10:40:00,29878.055268132,29959.6406983924,31368.7462377823
2017-12-02 10:50:00,30227.712824009,30191.0714203104,31614.8809889479
2017-12-02 11:00:00,30565.1016959883,30382.9075889408,31894.5369395749
2017-12-02 11:10:00,30951.5653135266,30551.1295125768,32129.9267339582
2017-12-02 11:20:00,30963.8339974242,30714.0411212627,32349.7030872698
2017-12-02 11:30:00,30988.3713652195,30888.2740186493,32549.9752032665
2017-12-02 11:40:00,31043.5804577114,31084.931830826,32609.9794999548
2017-12-02 11:50:00,30847.2814754758,31306.6935472188,32535.1964102434
2017-12-02 12:00:00,31178.5360005221,31546.5258629804,32522.0909561514
2017-12-02 12:10:00,31632.4773944499,31788.3485516109,32540.1606804596
2017-12-02 12:20:00,32110.956156173,32009.6117366166,32630.2619490538
2017-12-02 12:30:00,32025.0753489528,32185.3546580061,32710.7568548666
2017-12-02 12:40:00,32031.2096958858,32292.999730042,32733.8723914623
2017-12-02 12:50:00,32374.7329048298,32316.9583064499,32755.1695086353
2017-12-02 13:00:00,32288.852107578,32252.1249387107,32899.6007225388
2017-12-02 13:10:00,32270.4490767473,32105.5204998837,32946.8625245865
2017-12-02 13:20:00,32043.4783797834,31895.6811017484,32916.105372627
2017-12-02 13:30:00,31926.925857835,31649.818298398,32728.1615066463
2017-12-02 13:40:00,31472.9844738755,31399.2160070172,32518.133362259
2017-12-02 13:50:00,31276.6854916399,31173.6956226215,32318.9225896263
2017-12-02 14:00:00,30951.5653135266,30996.1993449128,32104.0521088442
2017-12-02 14:10:00,31092.6552032703,30878.5652318224,31926.8890157842
2017-12-02 14:20:00,31196.9390313528,30819.3842677994,31751.1252351849
2017-12-02 14:30:00,31172.4016635575,30804.467178057,31446.6299470052
2017-12-02 14:40:00,31246.0137769117,30809.9691841537,31259.0194551217
2017-12-02 14:50:00,31172.4016635575,30807.7108867431,31278.4636724658
2017-12-02 15:00:00,31068.1178255067,30771.7880358197,31299.3577408311
2017-12-02 15:10:00,31135.5956018962,30685.2681471138,31366.9474071828
2017-12-02 15:20:00,30841.1471285428,30545.6884721596,31459.7763599679
2017-12-02 15:30:00,30945.4309665936,30368.22118341,31536.4908456685
2017-12-02 15:40:00,30792.0723929522,30185.7386578654,31565.9310305953
2017-12-02 15:50:00,30528.2956343271,30045.5351355846,31418.0352302998
2017-12-02 16:00:00,30276.7875695679,30003.0512068898,31230.8544979844
2017-12-02 16:10:00,30473.0865518035,30113.5002956561,31170.3226610341
2017-12-02 16:20:00,30424.0118062446,30422.7112556571,31380.5475080423
2017-12-02 16:30:00,30491.4895726658,30958.7002672823,31645.6546515966
2017-12-02 16:40:00,31147.8642857939,31725.4270123026,31842.4928395788
2017-12-02 16:50:00,31761.298600296,32699.8780546277,32110.7393529767
2017-12-02 17:00:00,32693.7187459785,33833.1029093943,32556.662238566
2017-12-02 17:10:00,34527.8873325836,35055.1909654507,33434.7936982295
2017-12-02 17:20:00,37631.8649468189,36283.528172087,35202.6975911388
2017-12-02 17:30:00,38999.8234555985,37433.1227188834,37624.8600816811
2017-12-02 17:40:00,39306.5406128496,38427.434261241,39585.9186713771
2017-12-02 17:50:00,39619.3921070653,39208.0439893768,40518.3436592106
2017-12-02 18:00:00,39600.9890762347,39741.6812228099,40853.5126956258
2017-12-02 18:10:00,39521.2426159475,40023.5468630693,40912.9333793131
2017-12-02 18:20:00,39306.5406128496,40076.473020767,40840.3581603788
2017-12-02 18:30:00,38920.0769953114,39946.1295216409,40760.9710192497
2017-12-02 18:40:00,39061.1668850551,39693.1177350123,40710.4696155776
2017-12-02 18:50:00,39030.4951703268,39383.2740507689,40736.2202357801
2017-12-02 19:00:00,39042.7638542245,39077.7595160627,40738.0305595601
2017-12-02 19:10:00,39116.375977547,38824.4989163672,40667.6185658304
2017-12-02 19:20:00,38901.6739644807,38652.2589365606,40534.2275771939
2017-12-02 19:30:00,38539.7477247061,38568.1729182921,40368.2790911
2017-12-02 19:40:00,38288.2396599469,38558.9163688702,40183.8213198206
2017-12-02 19:50:00,38325.0457116399,38595.1194455173,40076.6603242971
2017-12-02 20:00:00,38098.075014676,38638.077157976,40061.4805450435
2017-12-02 20:10:00,38441.5982335883,38647.4734746271,39903.7001612094
2017-12-02 20:20:00,38294.3739969116,38588.7264894654,39710.0639978144
2017-12-02 20:30:00,38220.7618835574,38438.7000206507,39435.9591677044
2017-12-02 20:40:00,37858.8356338145,38188.8800790478,39188.20371049
2017-12-02 20:50:00,37478.5063632092,37845.612814099,38859.2634567693
2017-12-02 21:00:00,37159.5205220605,37427.5500284857,38410.6525323339
2017-12-02 21:10:00,36625.8326778138,36960.9487530643,37966.1811657251
2017-12-02 21:20:00,36116.6822013625,36473.8339586432,37526.2629186671
2017-12-02 21:30:00,35797.6963602138,35990.1969945694,37059.1563195287
2017-12-02 21:40:00,35282.4115368295,35525.3434940586,36571.5639087674
2017-12-02 21:50:00,35165.859014881,35083.2412961613,36136.4033678025
2017-12-02 22:00:00,34515.618648686,34656.306461783,35714.4985090184
2017-12-02 22:10:00,34307.0509825527,34227.5848042574,35259.9412494922
2017-12-02 22:20:00,33877.6469663885,33774.8290853954,34567.2479789009
2017-12-02 22:30:00,33172.1975077016,33275.6230031707,33918.7502669469
2017-12-02 22:40:00,32902.2864121118,32712.5248569452,33289.5974598632
2017-12-02 22:50:00,32325.6581592709,32077.2253886455,31611.976808439
2017-12-02 23:00:00,31442.3127591473,31372.9266528623,29406.4952601786
2017-12-02 23:10:00,30724.5946165627,30614.5070830749,29380.2661044395
2017-12-02 23:20:00,29982.3390962145,29826.4708765642,28570.7985490719
2017-12-02 23:30:00,29270.7553005628,29039.1035105291,27823.6190297125
2017-12-02 23:40:00,28632.7836182654,28283.5892031257,27343.5961163473
2017-12-02 23:50:00,27970.2745582044,27587.0286486078,27083.9840386811
2017-12-03 00:00:00,24358.6347552363,26968.2945943189,26737.8414662883
2017-12-03 00:10:00,23893.1640309819,26435.4825277533,26329.9894965821
2017-12-03 00:20:00,23617.5563636026,25985.3918790406,25494.7277726483
2017-12-03 00:30:00,23078.590266025,25605.074151658,24051.5086203098
2017-12-03 00:40:00,22594.7456959517,25275.0864599832,23191.2579171829
2017-12-03 00:50:00,22196.6457363827,24973.7688579377,22746.4158600288
2017-12-03 01:00:00,21982.2842250507,24681.6822562659,22261.2686420803
2017-12-03 01:10:00,21676.053484624,24385.3337434879,21832.0195750432
2017-12-03 01:20:00,21455.5673547015,24079.4772166489,21407.2992248282
2017-12-03 01:30:00,21284.0781436454,23767.5756874619,21035.9219634321
2017-12-03 01:40:00,21002.3458576756,23460.3873972143,20727.3272264614
2017-12-03 01:50:00,20996.2212490377,23173.0163684636,20492.5512170314
2017-12-03 02:00:00,20683.8658900204,22921.0746874159,20268.0910264745
2017-12-03 02:10:00,20457.25515146,22716.7785740485,20014.6989787133
2017-12-03 02:20:00,20236.769011585,22565.8091583843,19912.2344197119
2017-12-03 02:30:00,20108.1521008049,22465.6104340552,19769.7840601779
2017-12-03 02:40:00,20102.0274921669,22405.5024985503,19604.7275254793
2017-12-03 02:50:00,20144.8997924428,22368.6159847281,19442.5320698679
2017-12-03 03:00:00,19777.4229059212,22335.277020145,19218.8140930481
2017-12-03 03:10:00,19783.5475245117,22287.1657630363,19079.5360758498
2017-12-03 03:20:00,19654.9306137315,22211.3968772317,19053.7676273012
2017-12-03 03:30:00,19520.1890843608,22103.6632726085,19086.4258530105
2017-12-03 03:40:00,19318.0768002573,21969.7487141346,19142.0480554477
2017-12-03 03:50:00,19495.6906299039,21825.0208500658,19140.1238573816
2017-12-03 04:00:00,19569.1860032272,21691.9063637022,19012.0655072424
2017-12-03 04:10:00,19526.3137029513,21595.7498667226,18931.0550539565
2017-12-03 04:20:00,19324.2014188478,21559.7905492614,18946.2301158146
2017-12-03 04:30:00,19661.055232322,21600.1901520545,19010.18603061
2017-12-03 04:40:00,19881.5413622444,21722.0717318591,19136.1230079074
2017-12-03 04:50:00,20175.5228654902,21917.3726861694,19356.5324620062
2017-12-03 05:00:00,20267.3920846325,22165.0037208614,19692.9825447843
2017-12-03 05:10:00,20334.7628493178,22433.3937825846,20046.2681536589
2017-12-03 05:20:00,20089.7782649384,22685.0648062912,20080.6279074546
2017-12-03 05:30:00,20726.7382002488,22882.5002651015,20017.2333670856
2017-12-03 05:40:00,21473.9412005205,22994.3190972774,20100.5000553179
2017-12-03 05:50:00,21247.3304520075,23000.6897138971,20118.3908574258
2017-12-03 06:00:00,20959.4735573997,22897.0333909753,19722.9170839091
2017-12-03 06:10:00,21161.5858415032,22695.3530733867,19115.2654930434
2017-12-03 06:20:00,21198.3335331411,22422.9313088888,18442.0175913726
2017-12-03 06:30:00,20763.4858819342,22118.5961399684,17796.3287860253
2017-12-03 06:40:00,20279.6413218134,21827.1739693554,17344.7893739676
2017-12-03 06:50:00,19311.9521816668,21593.0577925769,17064.3855179823
2017-12-03 07:00:00,19820.2952161496,21453.9623466636,16955.84531424
2017-12-03 07:10:00,20206.1459385376,21435.8899146975,16909.82712165
2017-12-03 07:20:00,20524.6259061928,21550.1021274792,16924.154108526
2017-12-03 07:30:00,20665.4920442015,21792.5275057529,16978.7233800261
2017-12-03 07:40:00,20843.105873848,22145.5998417751,17081.0571710095
2017-12-03 07:50:00,21100.3396954084,22582.0989159655,17382.0320078374
2017-12-03 08:00:00,21780.1719309947,23070.2295267533,17721.6644850907
2017-12-03 08:10:00,22600.8703145422,23578.9870667588,18182.0873398646
2017-12-03 08:20:00,22949.9733552448,24082.849279775,18734.7584135836
2017-12-03 08:30:00,23427.6933067276,24565.001883416,19315.6544824116
2017-12-03 08:40:00,23899.2886396199,25018.6149342651,19861.0397084735
2017-12-03 08:50:00,24358.6347552363,25446.0757081464,20309.0525975611
2017-12-03 09:00:00,25032.3423722321,25856.477024674,20746.9673622143
2017-12-03 09:10:00,25240.5792749261,26261.982396278,21298.5360542537
2017-12-03 09:20:00,25920.4115105124,26673.8809126525,22004.8285977957
2017-12-03 09:30:00,26471.626845271,27099.171269577,22778.8460948622
2017-12-03 09:40:00,26777.8575856978,27538.3740823863,23472.5805602311
2017-12-03 09:50:00,26979.9698698013,27984.9952572349,23997.9530584925
2017-12-03 10:00:00,27280.0759916375,28426.7075884314,24522.7283684612
2017-12-03 10:10:00,28002.7805374522,28847.9547289512,25122.7916884248
2017-12-03 10:20:00,28339.6343509264,29233.3839441968,25692.6887969366
2017-12-03 10:30:00,28333.5097323359,29571.3409713338,26184.8253856887
2017-12-03 10:40:00,28302.8866592885,29856.6462950761,26599.0055306667
2017-12-03 10:50:00,28651.9896999911,30092.0199572341,26967.3718783199
2017-12-03 11:00:00,28988.8435134653,30287.8021201132,27267.9310635503
2017-12-03 11:10:00,29374.6942458058,30459.9729386883,27636.6207719073
2017-12-03 11:20:00,29386.9434730343,30626.8361895729,27996.5828797008
2017-12-03 11:30:00,29411.4419274912,30805.02332288,28253.887451498
2017-12-03 11:40:00,29466.5634649481,31005.6378110608,28463.2886815835
2017-12-03 11:50:00,29270.5757894826,31231.3584898079,28703.795199198
2017-12-03 12:00:00,29601.3049843662,31475.1519004519,29075.4600336783
2017-12-03 12:10:00,30054.5264813921,31720.9376625881,29927.925025364
2017-12-03 12:20:00,30532.2464328749,31946.165745741,31364.7861350924
2017-12-03 12:30:00,30446.5018223706,32125.8752358664,31623.057473198
2017-12-03 12:40:00,30452.6264409611,32237.4883931094,31705.8610167679
2017-12-03 12:50:00,30795.6048630733,32265.416417019,31680.2784553541
2017-12-03 13:00:00,30709.8602625215,32204.5537048467,31569.4776853188
2017-12-03 13:10:00,30691.4864167025,32061.9209753754,31493.9104410609
2017-12-03 13:20:00,30464.8756681896,31856.0541860672,31462.5902675661
2017-12-03 13:30:00,30348.5079846379,31614.1647366631,31520.4237405989
2017-12-03 13:40:00,29895.2864975645,31367.5363899664,31611.5070039087
2017-12-03 13:50:00,29699.298822099,31145.9903865886,31513.7240210845
2017-12-03 14:00:00,29374.6942458058,30972.4687718104,31368.7941280022
2017-12-03 14:10:00,29515.5603838145,30858.8094491309,31135.2348092698
2017-12-03 14:20:00,29619.6788301852,30803.6032485623,30865.125345416
2017-12-03 14:30:00,29595.1803757283,30792.6607408817,30755.4248460309
2017-12-03 14:40:00,29668.6757490516,30802.1369932187,30616.302836396
2017-12-03 14:50:00,29595.1803757283,30803.852451811,30522.8323305233
2017-12-03 15:00:00,29491.061919405,30771.9027122561,30357.3656848434
2017-12-03 15:10:00,29558.4326840903,30689.3551359126,30176.8019273279
